1,35,AST,Cụ thể sân bay Thọ Xuân là cảng hàng không quốc tế có chức năng dự bị cho cảng hàng không Nội Bài dùng chung dân dụng và quân sự.Mục tiêu của quy hoạch là nâng cấp thành Thọ Xuân thành sân bay cấp 4E theo mã tiêu chuẩn của Tổ chức Hàng không dân dụng quốc tế (ICAO) và sân bay quân sự cấp I. Công suất sân bay là 5 triệu hành khách/năm và 27.000 tấn hàng hóa/năm.,POS
2,38,AST,Vận chuyển hàng hóa quốc tế vẫn duy trì từ suốt trong đại dịch chứ không dừng lại như vận chuyển hành khách đến các thị trường châu Á như Malaysia Hàn Quốc Trung Quốc Nhật Bản… để tăng doanh thu nội địa.Công ty cũng tự triển khai dịch vụ mặt đất tại sân bay Nội Bài và cũng có kế hoạch triển khai tại một số sân bay khác.,NEG
3,40,AST,Chúng tôi phải vừa đầu tư vừa phải gỡ cơ chế nên không đạt kế hoạch.Tiến độ tại dự án sân bay Long Thành? Kế hoạch sửa chữa sân bay ra sao?Tổng giám đốc Vũ Thế Phiệt: Với chỉ đạo từ Chính phủ hoạt động hàng không bay trở lại từ tháng 5 và khôi phục trong tháng 6. Việc sửa chữa 2 đường bay cũng sẽ ảnh hưởng đến việc khai thác nội địa chúng tôi cố gắng điều phối để hạn chế ảnh hưởng và khuyến khích đến các sân bay khác.Thu xếp vốn cho Long Thành như thế nào?Tổng giám đốc Vũ Thế Phiệt: Đối với dự án trọng điểm chúng tôi chủ trương không giãn không hoãn mà chỉ tạm hoãn tại các dự án khác.,POS
4,43,AST,Mặc dù đã được phép phục hồi toàn bộ hoạt động mở bán khai thác đường bay nội địa theo nhu cầu của thị trường nhưng thị trường nội địa hiện mới bằng 50 - 60% so với thời điểm trước dịch.Có đến các sân bay quốc tế lớn trong nước vào thời điểm này mới thấy vì sao các hãng hàng không lại rất mong mở lại đường bay quốc tế.Tại các sân bay lớn như Tân Sơn Nhất Nội Bài trong khi nhà ga quốc nội bắt đầu đông khách trở lại nhờ các giải pháp kích cầu du lịch hạ giá vé thì các nhà ga quốc tế vẫn cửa đóng then cài.,POS
5,51,AST,"""Nhu cầu bay của người dân tăng cao có thể dồn nén sau đợt giãn cách xã hội"" đại diện Vietjet Air nhận định. Vietnam Airlines cũng đạt công suất ghế các chuyến bay trung bình là 82% các đường bay trục đạt công suất 89%.Theo lãnh đạo sân bay Nội Bài sau khi các hãng hàng không bỏ quy định giãn cách ghế ngồi lượng khách nội địa qua cảng hàng không Nội Bài tăng nhanh đạt trung bình hàng ngày có 24.000 - 25.000 hành khách. Riêng ngày chủ nhật (10/5) đã có 27.000 hành khách qua cảng so với thời điểm trước dịch trung bình 50.000 hành khách nội địa mỗi ngày. ""Chúng tôi hy vọng tháng 6 lượng khách nội địa sẽ tăng trở lại bằng thời điểm trước dịch khi các hãng du lịch giảm giá để kích cầu"" đại diện sân bay nói. Từ 7/5 các hãng hàng không Việt Nam đã được bỏ quy định về giãn cách ghế ngồi và số khách chuyên chở 80% trên tàu bay. Tuy nhiên để đảm bảo phòng chống dịch hành khách vẫn phải giữ khoảng cách một mét khi làm thủ tục hàng không soi chiếu an ninh lên tàu bay tại các sân bay.Các hãng đang tăng chuyến bay sau khi giãn cách xã hội.",POS
6,52,AST,Ngoài ra hãng đã được Cục Hàng không cấp phép và bắt đầu tự phục vụ mặt đất tại cảng hàng không quốc tế Nội Bài để chủ động trong hoạt động khai thác giảm chi phí tăng doanh thu phụ trợ tại sân bay cũng như nâng cao được chất lượng dịch vụ phục vụ khách hàng.Nguồn: VietjetHọc viện Hàng không Vietjet trong năm 2019 tiếp tục đóng vai trò quan trọng trong kế hoạch phát triển bền vững của hãng không chỉ đáp ứng nhu cầu phát triển cho Vietjet mà còn cả ngành hàng không trong nước quốc tế.,POS
7,57,AST,Năm 2020 Taseco Airs lên kế hoạch không chia cổ tức.Còn 250 tỷ đồng để M&A tăng thị phầnĐiểm sáng trong năm 2020 của Taseco Airs là việc phát triển thêm dịch vụ phòng Vip Lounge với việc khai trương 1 phòng Vip Lounge tại nhà ga quốc nội sân bay Nội Bài vào tháng 5 và dự kiến đưa vào khai thác thêm 1 phòng Vip Lounge tại nhà ga quốc nội sân bay Đà Nẵng từ tháng 10/2020Ngoài ra Taseco Airs dự kiến mở thêm 1 điểm kinh doanh fastfood tại sân bay Tân Sơn Nhất 1 Lucky Lounge tại sân bay Đà Nẵng (dự kiến khai trương vào tháng 9) và 1 điểm kinh doanh fastfood tại nhà ga quốc nội sân bay Cam Ranh. Taseco Airs cũng có kế hoạch mở mới các cửa hàng tại sân bay Tân Sơn Nhất.Doanh nghiệp ngành dịch vụ hàng không cũng triển khai các phương án quản lý giá cước hàng bán đồng thời có kế hoạch phát triển gia công một số mặt hàng mới mang thương hiệu Lucky để tối ưu hóa lợi nhuận.Theo ông Thanh mục tiêu của doanh nghiệp đến năm 2021 là mở rộng thị phần.,NEG
8,63,AST,(Xem thêm)Doanh nghiệp của ông Johnathan Hạnh Nguyễn muốn đầu tư quy mô lớn vào Bắc Vân PhongTrong buổi làm việc với ông Nguyễn Tấn Tuân Chủ tịch UBND Khánh Hòa   ông Johnathan Hạnh Nguyễn Chủ tịch HĐQT Tập đoàn Liên Thái Bình Dương (IPPG) cho biết muốn đầu tư quy mô lớn vào Bắc Vân Phong. Đại diện IPPG muốn  đầu tư vào các ngành trọng điểm tại khu vực Bắc Vân Phong như ngành du lịch casino khu mua sắm khu khách sạn và nghỉ dưỡng cao cấp khu giải trí cơ sở thể dục - thể thao; khu dân cư và công nghiệp; cơ sở hạ tầng gồm năng lượng công nghệ thông tin; cung cấp nước sạch; xử lý nước thải; viễn thông.Ngoài ra doanh nghiệp của ông Johnathan Hạnh Nguyễn cũng muốn đầu tư sân bay quốc tế và đường bộ; khu vực cảng vận tải hàng hải hành khách bến đỗ cho các tàu du lịch quốc tế; ngành hậu cần gồm hệ thống giao thông liên tỉnh trung tâm hậu cần đa chức năng…; hệ thống môi trường xanh gồm quy hoạch mạng lưới xanh kết nối các công viên… (Xem thêm)Chốt phương án diện tích đất ở đô thị Đồng Nai sau tách thửa tối thiểu 60 m2Phó Chủ tịch UBND tỉnh Đồng Nai Võ Văn Chánh vừa ký Quyết định số 22 ban hành các quy định tách thửa đối với từng loại đất trên địa bàn tỉnh.,POS
9,64,AST,Tình hình vĩ mô ổn định Chính phủ tập trung chỉ đạo đẩy mạnh các dự án đường bộ cao tốc Bắc - Nam sân bay quốc tế Long Thành. Sản lượng tiêu thụ 5 tháng giảm 450.000 tấn so với cùng kỳ. Công ty đang chờ đợi các dự án đầu tư công của Chính phủ và theo dõi biến biến các dự án như sân bay Long Thành đường cao tốc...,POS
10,65,AST,Ảnh: Báo Đầu Tư.Ngoài ra doanh nghiệp của ông Johnathan Hạnh Nguyễn cũng muốn đầu tư sân bay quốc tế và đường bộ; khu vực cảng vận tải hàng hải hành khách bến đỗ cho các tàu du lịch quốc tế; ngành hậu cần gồm hệ thống giao thông liên tỉnh trung tâm hậu cần đa chức năng…; hệ thống môi trường xanh gồm quy hoạch mạng lưới xanh kết nối các công viên…Ông Nguyễn Tấn Tuân cho biết hiện nay khu vực Bắc Vân Phong đang dần hình thành cơ sở hạ tầng; tình hình an ninh quốc phòng được đảm bảo; quy hoạch đã được Thủ tướng phê duyệt; cơ chế quản lý không có vướng mắc… Vì vậy tỉnh Khánh Hòa hoan nghênh các nhà đầu tư quan tâm đầu tư ở một số lĩnh vực như xây dựng các khách sạn 5 sao tại 3 xã Vạn Khánh Vạn Phước Vạn Long (Vạn Ninh) để đáp ứng nhu cầu lưu trú của các chuyên gia đến làm việc tại Khánh Hòa; phát triển du lịch tại khu bán đảo Hòn Gốm trong đó có Điệp Sơn.Chủ tịch UBND tỉnh cũng cho biết sau khi khu vực Bắc Vân Phong đã phát triển mạnh cần nghiên cứu thêm về việc đầu tư xây dựng bệnh viện quốc tế để phục vụ nhu cầu khám chữa bệnh của khách du lịch và các chuyên gia… Ông Nguyễn Tấn Tuân cũng hy vọng IPPG và tỉnh Khánh Hòa sẽ sớm triển khai ký kết bản ghi nhớ hợp tác giữa hai bên.IPPG là tập đoàn kinh doanh bán lẻ tại Việt Nam chiếm gần 70% thị trường hàng hiệu quốc tế phân phối trong nước.,POS
11,21,AST,Theo thông_tin từ Bộ Giao_thông vận_tải ( GTVT ) các đơn_vị liên_quan đang tích_cực chuẩn_bị để khởi_công dự_án Đầu_tư xây_dựng nhà_ga hành_khách T3 sân_bay Tân_Sơn_Nhất trong quý III / 2021 . Tổng_công_ty Cảng hàng_không Việt_Nam ( ACV ) đang thành_lập ban quản_lý dự_án để tổ_chức triển_khai lập thẩm_định và phê_duyệt báo_cáo nghiên_cứu khả_thi dự_án Đầu_tư xây_dựng nhà_ga hành_khách T3 thiết_kế kỹ_thuật và tổ_chức lựa_chọn nhà_thầu xây_dựng . . ACV cam_kết sẽ nỗ_lực tối_đa để triển_khai hoàn_thành dự_án trong 37 tháng theo đúng tiến_độ . Trước đó Bộ GTVT đã đề_nghị Chính_phủ đưa dự_án nhà_ga T3 Tân_Sơn_Nhất ( quy_mô 20 triệu khách / năm ) vào danh_mục dự_án cấp_bách khi cho rằng trong bối_cảnh sân_bay Long_Thành dự_kiến tới năm 2025 mới đi vào hoạt_động cần phải giải_quyết tình_trạng quá_tải cho Cảng hàng_không quốc_tế Tân_Sơn Nhất tăng công_suất lên 50 triệu hành_khách / năm .,POS
12,4,AST,Logo mới trên tàu_bay được cho là của Pacific_Airlines . Công_ty cổ_phần Hàng_không Jetstar Pacific_Airlines ( JPA ) vừa đề_nghị Cục Hàng_không Việt_Nam cấp lại Giấy_phép kinh_doanh vận_chuyển hàng không . Lý_do khiến hãng hàng không này phải xin cấp lại Giấy_phép kinh_doanh vận_chuyển hàng không là do tên doanh_nghiệp có sự thay_đổi từ Công_ty cổ_phần Hàng_không Jetstar Pacific_Airlines thành Công_ty cổ_phần hàng không Pacific_Airlines ( tên tiếng Anh là Pacific Airlines Aviation Joint Stock_Company ) tên viết tắt là Pacific_Airlines . Việc thay_đổi tên Công_ty theo JPA là không thay_đổi quyền trách_nhiệm và nghĩ vụ của hãng đối_với khách_hàng đối_tác nhà cung_cấp dịch_vụ … Toàn_bộ các hoạt_động_kinh_doanh khai_thác của Công_ty vẫn được bảo_đảm và duy_trì bình_thường ; hình_ảnh biểu_tượng của Công_ty tại sân_bay phòng vé trên thân máy_bay vẫn duy_trì như hiện_tại . Để phục_vụ cho mô_hình kinh_doanh và kế_hoạch phát_triển mới JPA cho biết là đang xây_dựng bộ nhận_diện thương_hiệu mới thay_đổi hệ_thống phục_vụ hành_khách .,NEG
13,3,AST,Ảnh : Vân Nguyễn . Trong đó UBND tỉnh Quảng_Nam đề_xuất thống_nhất cho phép tư_nhân được đầu_tư xây_dựng quản_lý vận_hành sân_bay Chu_Lai tương_tự như sân_bay Vân_Đồn - Quảng_Ninh . Đồng_thời cho phép Quảng_Nam được quy_hoạch và kêu_gọi tư_nhân xây_dựng quản_lý vận_hành luồng tàu 50.000 tấn phục_vụ xuất nhập_khẩu hàng_hóa hệ_thống bến du_lịch tiếp_nhận tàu du_lịch và đường_biển quốc_tế tại Chu_Lai . Cho phép hàng_hóa ôtô nguyên chiếc 16 chỗ ngồi được làm thủ_tục nhập_khẩu qua cửa_khẩu cảng biển Chu_Lai - Trường Hải . Bên cạnh đó UBND tỉnh Quảng_Nam cũng cho biết kết_quả thu ngân_sách Nhà_nước phần địa_phương được hưởng trong 4 năm 2017 - 2020 thì có 3 năm hụt thu .,NEG
14,70,AST,Chính_phủ và các bộ ngành Trung_ương cần hỗ_trợ hướng_dẫn tỉnh xử_lý những khó_khăn phát_sinh để sớm đưa các dự_án đầu_tư vào triển_khai ; sớm triển_khai đường_cao_tốc Buôn_Mê_Thuột - Nha_Trang và nâng_cấp sân_bay Tuy_Hòa … Nửa đầu năm Khánh_Hòa có tổng_sản_phẩm trên địa_bàn tỉnh ( GRDP ) giảm 12 % cùng kỳ năm trước .,NEG
15,76,AST,Ngày 1 / 7 Trung_tâm Kiểm_soát bệnh_tật TP HCM có văn_bản báo_cáo nhanh về một trường_hợp dương_tính với virus corona chủng mới ( SARS - CoV - 2 ) ở Bình_Dương có liên_quan tới TP HCM. Theo đó bệnh_nhân là nam sinh năm 1989 quốc_tịch Indonesia làm_việc ở Bình_Dương và ngụ tại một khách_sạn ở thị_trấn Bến Cát Bình_Dương . Người này nhập_cảnh Việt_Nam tại sân_bay Tân_Sơn Nhất ngày 11 / 3 / 2020 sau đó đi ôtô của công_ty về Bình_Dương . Trong thời_gian làm_việc tại Việt_Nam đến ngày 29 / 6 anh này chỉ đi từ khách_sạn tới công_ty ngoài_ra có đến siêu_thị quán cơm mua thức_ăn và trong thời_gian này không tới TP HCM. Sáng 30 / 6 anh cùng một đồng_nghiệp là người Indonesia đi xe công_ty đến phòng_khám ở phường Thảo_Điền quận 2 để xét_nghiệm SARS - CoV - 2 trước khi về nước .,NEG
16,77,AST,Hạ_tầng hàng không quá_tải tại một_số sân_bay như Nội Bài Tân_Sơn_Nhất ... khiến cả hãng hàng không cũ lẫn mới đang gặp khó_khăn để lấy slot bay ( giờ cất - hạ_cánh ) .,POS
17,78,AST,Chỉ_số này đã tăng hơn 17 % trong quý II trên đà có quý tốt nhất kể từ năm 1998 . Cổ_phiếu hãng sản_xuất máy_bay Boeing tăng hơn 14 % sau khi một phi_cơ 737 MAX cất_cánh ngày 29 / 6 từ sân_bay khu_vực Seattle_bang Washington trong ngày bay kiểm_tra chứng_nhận đầu_tiên với Cơ_quan Hàng_không Liên_bang Mỹ ( FAA ) và phi_công thử_nghiệm .,POS
18,79,AST,""" Chúng_ta trúng gói nào sẽ làm gói đó điều này cũng còn tùy thuộc vào năng_lực của doanh_nghiệp "" ông Thanh nói . Các dự_án phát_triển sân_bay Vinaconex cũng mong_muốn tham_dự . Mặt_khác việc tăng vốn theo ông Thanh cũng nhằm tăng vị_thế của Vinaconex nâng vị_thế để tham_gia vào các dự_án đầu_tư công lớn .",POS
19,95,AST,Ước_tính chi_phí đậu đỗ sân_bay mỗi tháng của Vietnam_Airlines là 6 tỷ đồng Vietjet khoảng 3 6 tỷ đồng Bamboo Airway khoảng 1 24 tỷ đồng . Dự_kiến trong năm nay doanh_thu của Vietnam_Airlines giảm 49 300 tỷ đồng mức lỗ lên đến gần 16.000 tỷ đồng dòng tiền của Vietnam_Airlines dự_kiến sẽ thiếu_hụt lũy kế xấp_xỉ 17 nghìn tỷ đồng .,NEG
20,185,CMG,Đó là canh_bạc Trung_Quốc đặt ra để chiến_thắng trong cuộc đua công_nghệ toàn_cầu ” Maria Kwok giám_đốc điều_hành Digital China_Holdings chia_sẻ với phóng_viên trong một cuộc phỏng_vấn tại văn_phòng được trang_bị rất nhiều camera và cảm_biến nhận_diện gương_mặt . “ Từ đầu năm nay chúng_tôi đã bắt_đầu nhìn thấy dòng tiền được đổ vào nền kinh_tế để hiện_thực_hóa kế_hoạch này ” . Huawei là tâm_điểm trong cuộc đua công_nghệ giữa Mỹ và Trung_Quốc . Tại thành_phố Quảng_Châu Digital China đang tiến_hành đưa thông_tin của hàng triệu căn_hộ trong các dự_án nhà ở lên internet trong đó có một khu phức_hợp với diện_tích bằng 3 / 4 diện_tích công_viên trung_tâm New_York . Để tìm một căn nhà người dùng chỉ cần đăng_nhập qua một ứng_dụng quét khuôn_mặt và xác_thực danh_tính . Digital China đang trợ_giúp thành_phố Trường_Xuân_đông bắc Trung_Quốc thay_thế_hệ_thống lưu_trữ dữ_liệu đám mây của IBM Oracle và EMC bằng một công_nghệ do chính công_ty này tự_phát_triển . Những làn_sóng đầu_tư phát_triển cơ_sở hạ_tầng này có mục_tiêu là các trung_tâm dữ_liệu . ChinaData Group nhà vận_hành trung_tâm dữ_liệu có vốn đầu_tư từ Bain Capital ước_tính cứ mỗi USD đầu_tư vào các trung_tâm dữ_liệu thì sẽ có đến từ 5 USD đến 10 USD tiền vốn đầu_tư vào các lĩnh_vực có liên_quan trong đó bao_gồm hệ_thống mạng_lưới_điện và ngành công_nghiệp sản_xuất các thiết_bị công_nghệ_cao . “ Sẽ có lượng lớn doanh_nghiệp trong chuỗi cung_ứng được hưởng lợi ” công_ty chia_sẻ trong một thông_báo . Đã xuất_hiện nghi_ngại về việc liệu chiến_lược dài_hạn này sẽ mang lại hiệu_quả tương_đương với các chính_sách hỗ_trợ ở thời_điểm hiện_tại và nguồn tiền khổng_lồ đó sẽ được lấy từ đâu ? “ Việc thúc_đẩy tăng_trưởng chỉ dựa vào phát_triển hệ_thống cơ_sở hạ_tầng mới là điều không_thể ” theo Zhu Tian giáo_sư kinh_tế_học Trường Kinh_doanh quốc_tế Trung - Âu Thượng_Hải . Nhưng đó lại là điều cần_thiết phải làm trong bối_cảnh hiện_tại ” . Digital China đang tỏ ra rất tự_tin rằng các dự_án công_ty tham_gia trong lĩnh_vực nhà ở tại Quảng_Châu có_thể mang lại doanh_thu lên đến 30 triệu nhân_dân_tệ .,NEG
21,187,CMG,Họ muốn trở_thành một một Google hoặc Tencent tiếp_theo của Ấn_Độ ” theo Wylie Fernyhough một nhà phân_tích đến từ PitchBook . “ Mục_tiêu cuối_cùng ” theo Tarun Pathak chuyên_gia phân_tích đến từ Counterpoint Research là xây_dựng nên một nền_tảng không_thể thiếu đối_với hàng triệu người dùng internet tại Ấn_Độ phục_vụ mọi nhu_cầu mà một người dân cần . Mukesh Ambani muốn JioPlatforms trở_thành nền_tảng đáp_ứng mọi nhu_cầu của người dân Ấn_Độ . Bạn phải làm nhiều hơn nữa mới có_thể lôi_kéo được khách_hàng ” ông nói . Facebook phủ_nhận ý_kiến cho rằng công_ty này sẽ giúp Ambani xây_dựng nên một “ siêu dứng_dụng ” thông_qua tuyên_bố rằng 2 công_ty sẽ tiếp_tục hoạt_động độc_lập tại thị_trường Ấn_Độ với những dịch_vụ riêng của mình . Thay vào đó 2 công_ty sẽ cùng cung_cấp những nền_tảng mà qua đó giúp các doanh_nghiệp cơ_sở kinh_doanh nhỏ có_thể phát_triển mảng kinh_doanh trực_tuyến sau đó cho phép nhiều hơn các doanh_nghiệp khác có_thể sử_dụng những nền_tảng này ” theo Ajit Mohan Phó_chủ_tịch kiêm giám_đốc điều_hành của Facebook tại Ấn_Độ . Nhưng chỉ với mức_độ hợp_tác đó thôi Amani vẫn nắm trong tay rất nhiều lợi_thế cho phép ông tìm_kiếm những khách_hàng mới thông_qua việc cung_cấp nhiều hơn những dịch_vụ trực_tuyến và các công_cụ số điều mà người dân Ấn_Độ còn đang rất thiếu . Mukesh Ambani hiện là tỷ_phú giàu nhất châu Á . Vì giai_đoạn phong_tỏa toàn_quốc này đã chứng_minh một điều rằng : Amazon va FlipKart gặp rất nhiều khó_khăn trong việc phân_phối các mặt_hàng tạp_hóa trên nền_tảng của họ ” theo Satish Meena một chuyên_gia phân_tích đến từ Forrester . Đó chính là những bất_tiện mà Sammbit Mohanty một chuyên_viên kinh_doanh và marketing năm nay 40 tuổi đã gặp phải . Lo_lắng cho cha_mẹ già tại quê nhà Mohanty đã đặt_hàng các hàng_hóa_thiết_yếu như lá trà và súp cho họ trên trang thương_mại điện_tử của Amazon . Đại_dịch đã khiến cho thị_trường dầu_mỏ thế_giới sụp_đổ và nhu_cầu dầu_mỏ trên toàn_cầu đã giảm mạnh do các hoạt dộng vận_tải công_nghiệp và thương_mại đình_trệ . Tuy_nhiên dòng tiền có_thể tiếp_tục sẽ đổ vào túi của Ambani . Các nhà đầu_tư nhìn thấy tiềm_năng “ của một WeChat phiên_bản Ấn_Độ và số tiền đầu_tư của họ sẽ sinh_sôi nảy_nở trong tương_lai ” Fernyhough đến từ Pitchbook cho biết .,POS
22,191,CMG,Tin_mừng ở đây là phiên_bản được bổ_sung và nâng_cấp nhiều tính_năng cực_kỳ thông_minh đặc_biệt là 5G giúp người dùng tối_ưu_hóa tốc_độ xử_lý của sản_phẩm mà giá_cả lại không tăng . iPhone 12 Pro sẽ có màn_hình XDR Super Retina 10 bit dung_lượng lưu_trữ 128GB . Cả hai sẽ được trang_bị màn_hình OLED có kích_thước lần_lượt là 6 1 inch và 6 7 inch sở_hữu thẻ Super Retina XDR nhưng được cập_nhật công_nghệ ProMotion 120Hz và độ sâu màu 10 bit hỗ_trợ cho 1 tỷ màu một cải_tiến lớn so với con_số 16 7 triệu màu bởi bảng điều_khiển 8 bit của iPhone 11 Pro . Mức giá cho iPhone 12 Pro là từ 999 USD ( 128 GB ) 1.099 USD cho 256 GB và 1.299 USD cho 512 GB cho iPhone 12 Pro trong khi iPhone 12 Pro_Max sẽ có_giá 1.099 USD cho 128 GB 1.199 USD cho 256 GB và 1.399 USD cho 512GB .,POS
23,195,CMG,NextBillion . ai một startup ứng_dụng trí_tuệ nhân_tạo ( AI ) có trụ_sở_tại Singapore vừa công_bố gọi vốn thành_công 7 triệu USD trong vòng Series A dẫn_đầu bởi Lightspeed_Ventures và Falcon Edge_Capital . Với sự hiện_diện tại Singapore Trung_Quốc và Ấn_Độ startup này dự_kiến sử_dụng nguồn vốn mới để phát_triển đội_ngũ sản_phẩm nghiên_cứu và phát_triển . NextBillion . ai được thành_lập vào đầu năm nay bởi Gaurav Bubna Ajay_Bulusu và Shaolin_Zheng – đều là những cựu nhân_viên trong đội_ngũ phát_triển Grab_Maps của hãng gọi xe Grab . Startup AI này tập_trung vào việc xây_dựng các giải_pháp hyperlocal ( tập_trung vào mối quan_tâm của người dùng theo vị_trí địa_lý ) đặc_biệt là ở các thị_trường mới nổi .,NEG
24,201,CMG,"Họ cùng nhau thúc_đẩy đàm_phán và thực_hiện những điều nhỏ nhất "" Vani_Kola - Giám_đốc Kalaari Capital Partners cho biết . Một_khi Ambani đồng_ý với thương_vụ Thakur sẽ chịu trách_nhiệm cấu_trúc thỏa_thuận . Vài tuần gần đây danh_sách nhà đầu_tư của Jio có nhiều cái tên lớn như KKR & Co . Silver Lake Partners Vista Equity_Partners và General_Atlantic .",POS
25,202,CMG,"Chúng_tôi cũng lo_ngại về thị_phần của hãng này trong tương_lai "" nhà phân_tích Brad_Gastwirth của Wedbush Securities nhận_xét . Dù_vậy Apple không dễ có thành_công ngay lập_tức .",POS
26,205,CMG,"Con_số mơ_ước với tất_cả mạng xã_hội phổ_biến hiện_nay như Facebook_Snapchat hay Twitter ... TikTok và Douyin vốn là một nhưng người dùng hai nền_tảng này hiếm khi biết đến nhau . Twitter kỳ_vọng người dùng có_thể tập_trung quanh các hashtag và từ đó ứng_dụng sẽ thống_kê các bài đăng có cùng từ khóa . Hay khi Twitter Facebook còn đang tranh_cãi về việc kiểm_duyệt gắn nhãn nội_dung cho bài viết của người dùng thì đây đúng là lúc bạn nên lướt TikTok "" một_chút "" để giải_trí .",NEG
27,184,CMG,Tại những thời_điểm như hiện_tại các dự_án phát_triển cơ_sở hạ_tầng là cách nhanh nhất để có_thể thúc_đẩy đầu_tư nội_địa và tạo ra thêm công ăn việc_làm cho người dân ” theo Kelly Hssieh chuyên_gia phân_tích đến từ công_ty nghiên_cứu thị_trường TrendForce . Một báo_cáo công_bố hồi tháng 3 bởi CCID cơ_quan tư_vấn có sự hậu_thuẫn từ Bắc_Kinh dự_báo việc cho ra_mắt mạng_lưới viễn_thông thế_hệ thứ 5 - 5G các trung_tâm dữ_liệu và các hạng_mục ứng_dụng công_nghệ_cao có_thể sẽ tiêu tốn số tiền đầu_tư lên tới hơn 2.000 tỷ USD tính đến năm 2025 . Kế_hoạch mới này cũng được kỳ_vọng sẽ giúp tạo ra nhiều hơn những công_việc đòi_hỏi kỹ_năng cao tại một quốc_gia mà tỷ_lệ thất_nghiệp đã tăng tới 6 % trong tháng 4 cao thứ 2 tính từ khi Bắc_Kinh tiến_hành thu_thập chỉ_số này mỗi tháng từ năm 2018 . “ Kế_hoạch sẽ giúp Trung_Quốc tiến gần hơn tới một nền kinh_tế công_nghệ_cao sáng_tạo và phụ_thuộc vào sức_mua của người dân ” theo Bruce Pang nhà kinh_tế_học đến từ China_Renaissance Securities . Nhân_vật chính ? Một_số_lượng lớn các doanh_nghiệp của cả Trung_Quốc và nước_ngoài được kỳ_vọng sẽ hưởng lợi từ kế_hoạch này . . Trong năm nay tập_đoàn này đã thành_lập một công_ty_con mới để gia_tăng khả_năng cung_cấp dịch_vụ điện_toán đám mây phân_tích dữ_liệu lớn và lưu_trữ dữ_liệu . “ Chúng_tôi đặt ra mục_tiêu giúp_đỡ các doanh_nghiệp để họ có_thể nắm lấy cơ_hội từ kế_hoạch phát_triển hệ_thống cơ_sở hạ_tầng mới này ” theo Deng Tao chủ_tịch của Huawei Cloud Global_Market . Một_số doanh_nghiệp khác cũng tham_gia vào kế_hoạch lần này bao_gồm ba nhà mạng viễn_thông của Trung_Quốc dẫn_đầu bởi ChinaMobile Ericsson - công_ty truyền_thông đa quốc_gia đến từ Thụy_Điển và công_ty sản_xuất thiết_bị điện_tử của Đài_Loan - Lite - On_Technology . Các công_ty cung_cấp dịch_vụ internet cũng không đứng ngoài cuộc .,POS
28,207,CMG,Theo báo_cáo của Deloitte thị_trường sách nói toàn_cầu ước_tính sẽ đạt 3 5 triệu USD Mỹ và thị_trường podcast toàn_cầu ước_tính sẽ đạt 1 1 triệu USD vào năm 2020 .,NEG
29,209,CMG,Chúng_tôi cũng thấy sự gia_tăng trong các lĩnh_vực như vận_chuyển quà tặng chăm_sóc sức_khỏe_vệ_sinh và các hoạt_động trong nhà ” . Các lĩnh_vực khác của công_ty như thanh_toán và kinh_doanh ngân_hàng trực_tuyến có_thể phát_triển hơn nữa vì những ngành này hoạt_động một_cách độc_lập nhà phân_tích Sung_Jonghwa của Ebest Investment & Securities_Co . cho biết trong một báo_cáo nghiên_cứu hôm 21 / 5 . Gần 90 % người Hàn_Quốc sử_dụng KaKaoTalk . Tim Sweeney người sáng_lập Epic_Games Inc . hiện có tài_sản ròng 9 6 tỷ USD tăng 32 % trong năm nay nhờ sự phổ_biến của Fortnite .,NEG
30,195,AST,Hello World,POS
