AAA,Công ty Cổ phần Nhựa và Môi trường Xanh An Phát,NBBI
AAM,Công ty Cổ phần Thủy sản Mekong,TSAN
ABC,Công ty cổ phần Truyền thông VMG,CNTT
ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông nghiệp,NHBH
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,TSAN
ACB,Ngân hàng Thương mại Cổ phần Á Châu,NHBH
ACC,Công ty cổ phần Bê tông Becamex,VLXD
ACL,Công ty cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,TSAN
ACM,CTCP Tập đoàn Khoáng sản Á Cường,KSAN
ACV,Tổng công ty Cảng hàng không Việt Nam - CTCP,HAKH
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,CNTT
AFX,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,TPHM
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,TSAN
AGR,Công ty Cổ phần Chứng khoán Nông nghiệp và Phát triển Nông thôn,CHKH
ALT,Công ty Cổ phần Văn hóa Tân Bình,GDUC
ALV,Công ty Cổ phần Khoáng sản Vinas A Lưới,KSAN
AMD,Công ty cổ phần Đầu tư và Khoáng sản AMD Group,KSAN
AMP,Công ty Cổ phần Armephaco,DYTE
AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,DYTE
APG,Công ty Cổ phần Chứng khoán An Phát,CHKH
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm Dầu mỏ,DKHI
APS,Công ty Cổ phần Chứng khoán Châu Á – Thái Bình Dương,CHKH
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,HAKH
ASM,Công ty Cổ phần Tập đoàn Sao Mai,DTXD
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,DKHI
AST,dịch vụ hàng không taseco,HAKH
ATA,Công ty Cổ phần NTACO,TSAN
AVF,Công ty Cổ phần Việt An,TSAN
BBC,ông ty Cổ phần Bibica,TPHM
BBS,Công ty cổ phần VICEM Bao bì Bút Sơn,NBBI
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,VLXD
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,DTXD
BCP,Công ty cổ phần Dược Becamex,DYTE
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,GDUC
BFC,Công ty cổ phần Phân bón Bình Điền,PBON
BHC,Công ty Cổ phần Bê tông Biên Hòa,VLXD
BHN,Tổng CTCP Bia - Rượu - Nước giải khát Hà Nội,TPHM
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và phát triển Việt Nam,NHBH
BID,Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam,NHBH
BII,Công ty cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,DTPT
BKC,Công ty Cổ phần Khoáng sản Bắc Kạn,KSAN
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,TSAN
BLI,Tổng Công ty cổ phần Bảo hiểm Bảo Long ,NHBH
BMC,Công ty cổ phần Khoáng sản Bình Định,KSAN
BMI,Tổng Công ty Cổ phần Bảo Minh,NHBH
BMJ,Công ty Cổ phần Khoáng sản Becamex,KSAN
BMP,Công ty Cổ phần Nhựa Bình Minh ,NBBI
BPC,Công ty cổ phần Vicem Bao bì Bỉm Sơn,NBBI
BRC,Công ty Cổ phần Cao su Bến Thành,CASU
BSG,Công ty Cổ phần Xe khách Sài Gòn,VTAI
BSI,Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,CHKH
BSQ,Công ty cổ phần Bia Sài Gòn - Quảng Ngãi,TPHM
BSR,Công ty TNHH MTV Lọc - Hóa dầu Bình Sơn,DKHI
BST,Công ty Cổ phần Sách - Thiết bị Bình Thuận,GDUC
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,TPHM
BTD,Công ty Cổ phần Bê tông Ly tâm Thủ Đức,VLXD
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,NLDK
BTS,Công ty cổ phần Xi măng Vicem Bút Sơn,VLXD
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,TMAI
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,DVDL
BVG,Công ty Cổ phần Đầu tư BVG,THEP
BVH,Tập đoàn Bảo Việt,NHBH
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,CHKH
C32,Công ty Cổ phần Đầu tư Xây dựng 3-2,XADU
C47,Công ty Cổ phần Xây dựng 47,XADU
C92,Công ty Cổ phần Xây dựng và Đầu tư 492,XADU
CAD,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản CADOVIMEX,TSAN
CAP,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,TPHM
CC1,Tổng Công ty Xây dựng số 1 - TNHH MTV,XADU
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp - Thương mại Củ Chi,TMAI
CCL,Công ty cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,DTPT
CCM,Công ty Cổ phần Khoáng sản & Xi măng Cần Thơ,KSAN
CCP,Công ty cổ phần Cảng Cửa Cấm Hải Phòng,VTAI
CDN,Công ty cổ phần Cảng Đà Nẵng,VTAI
CEO,Công ty Cổ phần Tập đoàn C.E.O,BDSA
CGP,Công ty cổ phần Dược phẩm Cần Giờ,DYTE
CHP,Công ty Cổ phần Thủy điện miền Trung,NLDK
CII,Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật T.P Hồ Chí Minh,DTXD
CKV,Công ty Cổ phần COKYVINA,CNTT
CLC,Công ty Cổ phần Cát Lợi ,TPHM
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất COTEC,BDSA
CLH,Công ty cổ phần Xi măng La Hiên VVMI,VLXD
CLL,Công ty cổ phần Cảng Cát Lái,VTAI
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CNTT
CMI,Công ty cổ phần CMISTONE Việt Nam,KSAN
CMS,Công ty cổ phần Xây dựng và Nhân lực Việt Nam,DVDL
CMT,Công ty Cổ phần Công nghệ Mạng và Truyền thông,CNTT
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,TMAI
CMX,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thuỷ sản Cà Mau,TSAN
CNC,Công ty cổ phần Công nghệ cao Traphaco,CNTT
CNG,Công ty cổ phần CNG Việt Nam,NLDK
CNH,Công ty Cổ phần Cảng Nha Trang,VTAI
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,DYTE
CQT,Công ty cổ phần Xi măng Quán Triều VVMI,VLXD
CSC,Công ty Cổ phần Đầu tư và Xây dựng Thành Nam,DTXD
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,CASU
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,DYTE
CT3,Công ty Cổ phần Đầu tư và Xây dựng Công trình 3,DTXD
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,SXKD
CTC,Công ty cổ phần Gia Lai CTC,DVDL
CTD,Công ty Cổ phần Xây dựng Coteccons,XADU
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,NHBH
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,VLXD
CTS,Công ty cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,CHKH
CTX,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,XADU
CVT,Công ty Cổ phần CMC,VLXD
CYC,Công ty Cổ phần Gạch men Chang Yih ,VLXD
D11,Công ty Cổ phần Địa ốc 11,BDSA
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,BDSA
DAC,Công ty Cổ phần Viglacera Đông Anh,VLXD
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,GDUC
DAE,Công ty Cổ phần Sách Giáo dục tại Tp. Đà Nẵng,GDUC
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,NBBI
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,TPHM
DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định,GDUC
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đăk Lăk,DYTE
DBT,Công ty Cổ phần Dược phẩm Bến Tre,DYTE
DC4,Công ty Cổ phần DIC số 4,VLXD
DCL,Công ty Cổ phần Dược phẩm Cửu Long,DYTE
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,PBON
DCS,Công ty Cổ phần Tập đoàn Đại Châu,SXKD
DCT,Công ty Cổ phần Tấm lợp Vật liệu xây dựng Đồng Nai ,VLXD
DDM,Công ty Cổ phần Hàng hải Đông Đô,VTAI
DDN,Công ty Cổ phần Dược - Thiết bị Y tế Đà Nẵng,DYTE
DGC,Công ty Cổ phần Bột giặt và Hoá chất Đức Giang,DYTE
DGW,Công ty cổ phần Thế giới số,TMAI
DHA,Công ty Cổ phần Hóa An,VLXD
DHC,Công ty Cổ phần Đông Hải Bến Tre,SXKD
DHD,Công ty cổ phần Dược Vật tư Y tế Hải Dương,DYTE
DHG,Công ty Cổ phần Dược Hậu Giang,DYTE
DHM,Công ty cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,KSAN
DHT,Công ty Cổ phần Dược phẩm Hà Tây,DYTE
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,VLXD
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BDSA
DL1,Công ty Cổ phần Đầu tư Phát triển Dịch vụ Công trình Công cộng Đức Long Gia Lai,DVDL
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,BDSA
DLR,Công ty Cổ phần Địa ốc Đà Lạt,BDSA
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,DYTE
DNM,Tổng Công ty cổ phần Y tế Danameco,DYTE
DNP,Công ty Cổ phần Nhựa Đồng Nai,NBBI
DNS,Công ty Cổ phần Thép Đà Nẵng,THEP
DNW,Công ty cổ phần Cấp nước Đồng Nai,DVCI
DNY,Công ty Cổ phần Thép Dana - Ý,THEP
DP3,Công ty Cổ phần Dược phẩm Trung ương 3,DYTE
DPC,Công ty Cổ phần Nhựa Đà Nẵng,NBBI
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,PBON
DPP,Công ty Cổ phần Dược Đồng Nai,DYTE
DPR,Công ty Cổ phần Cao su Đồng Phú,CASU
DQC,Công ty Cổ phần Bóng đèn Điện Quang ,SXKD
DRC,Công ty Cổ phần Cao su Đà Nẵng,CASU
DRH,Công ty cổ phần Đầu tư Căn nhà Mơ ước,BDSA
DRL,Công ty Cổ phần Thủy điện – Điện lực 3,NLDK
DSN,Công ty Cổ phần Công viên nước Đầm Sen,DVDL
DST,Công ty Cổ phần Sách và Thiết bị giáo dục Nam Định,GDUC
DTA,Công ty Cổ phần Đệ Tam,BDSA
DTC,Công ty Cổ phần Viglacera Đông Triều,VLXD
DTL,Công ty Cổ phần Đại Thiên Lộc,THEP
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,NBBI
DVP,Công ty cổ phần Đầu tư và Phát triển Cảng Đình Vũ,VTAI
DXG,Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh,BDSA
DXP,Công ty cổ phần Cảng Đoạn Xá,VTAI
DXV,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,VLXD
DZM,Công ty Cổ phần Chế tạo máy Dzĩ An,SXKD
EBS,Công ty Cổ phần Sách Giáo dục tại Tp.Hà Nội,GDUC
ECI,Công ty Cổ phần Bản đồ và Tranh ảnh Giáo dục,GDUC
EFI,Công ty Cổ phần Đầu tư Tài chính Giáo dục,GDUC
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,NHBH
EID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,GDUC
ELC,Công ty Cổ phần Đầu tư Phát triển Công nghệ Điện tử Viễn thông,CNTT
EVE,Công ty cổ phần Everpia Việt Nam,SXKD
FCM,Công ty cổ phần Khoáng sản FECON,KSAN
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,DTPT
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,DTPT
FIT,Công ty cổ phần Tập đoàn F.I.T,DTPT
FLC,Công ty cổ phần Tập đoàn FLC,BDSA
FMC,Công ty Cổ phần Thực phẩm Sao Ta ,TPHM
FOX,Công ty Cổ phần Viễn thông FPT,CNTT
FPT,Công ty Cổ phần FPT ,CNTT
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,DTPT
FTS,Công ty Cổ phần Chứng khoán FPT,CHKH
G20,Công ty cổ phần Đầu tư Dệt may G.Home,SXKD
GAS,Tổng Công ty Khí Việt Nam-CTCP,DKHI
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,SXKD
GHC,Công ty Cổ phần Thủy điện Gia Lai,NLDK
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,TMAI
GMC,Công ty Cổ phần Sản xuất Thương mại May Sài Gòn,SXKD
GMD,Công ty Cổ phần Gemadept,VTAI
GMX,Công ty cổ phần Gạch Ngói Gốm Xây dựng Mỹ Xuân,VLXD
GSM,Công ty cổ phần Thủy điện Hương Sơn,NLDK
GSP,Công ty cổ phần Vận tải Sản phẩm khí quốc tế,VTAI
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,SXKD
GTN,Công ty cổ phần GTNFOODS,TPHM
GTT,Công ty Cổ phần Thuận Thảo,VTAI
GVT,Công ty Cổ phần Giấy Việt Trì,SXKD
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,CHKH
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,TPHM
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,BDSA
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,VTAI
HAI,Công ty Cổ phần Nông dược H.A.I,DYTE
HAN,Tổng công ty Xây dựng Hà Nội - CTCP,XADU
HAP,Công ty Cổ phần Tập đoàn Hapaco,SXKD
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,TPHM
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,DVDL
HBC,Công ty cổ phần Xây dựng và Kinh doanh Địa ốc Hoà Bình,XADU
HBD,Công ty Cổ phần Bao bì PP Bình Dương,NBBI
HBE,Công ty Cổ phần Sách - Thiết bị trường học Hà Tĩnh,GDUC
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,CHKH
HCC,Công ty Cổ phần Bê tông Hoà Cầm - Intimex,VLXD
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,CHKH
HCT,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,VTAI
HDA,Công ty Cổ phần Hãng sơn Đông Á,SXKD
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BDSA
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BDSA
HDO,Công ty Cổ phần Hưng Đạo Container,VTAI
HDP,Công ty Cổ phần Dược Hà Tĩnh,DYTE
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,DVDL
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,GDUC
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,TPHM
HHG,Công ty Cổ phần Hoàng Hà,VTAI
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,DTPT
HJS,Công ty Cổ phần Thủy điện Nậm Mu,NLDK
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc ,TPHM
HLA,Công ty Cổ phần Hữu Liên Á Châu,THEP
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,DTPT
HLG,Công ty Cổ phần Tập đoàn Hoàng Long,TMAI
HLY,Công ty Cổ phần Viglacera Hạ Long I ,VLXD
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - Vnsteel,THEP
HND,CTCP Nhiệt điện Hải Phòng,NLDK
HNF,CTCP Thực phẩm Hữu Nghị,TPHM
HNG,Công ty cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,CASU
HNM,Công ty Cổ phần Sữa Hà Nội,TPHM
HNP,Công ty Cổ phần Hanel Xốp nhựa,NBBI
HOM,Công ty cổ phần Xi măng VICEM Hoàng Mai,VLXD
HOT,Công ty cổ phần Du lịch - Dịch vụ Hội An,DVDL
HPB,Công ty Cổ phần Bao bì PP,NBBI
HPD,Công ty Công ty Cổ phần Thủy điện Đăk Đoa,NLDK
HPG,Công ty cổ phần Tập đoàn Hòa Phát,THEP
HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,CNTT
HQC,Công ty cổ phần Tư vấn-Thương mại-Dịch vụ Địa ốc Hoàng Quân,BDSA
HRC,Công ty Cổ phần Cao su Hòa Bình,CASU
HRT,Công ty cổ phần Vận tải Đường sắt Hà Nội,VTAI
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,THEP
HSI,Công ty Cổ phần Vật tư tổng hợp và Phân bón Hóa sinh,PBON
HST,Công ty cổ phần Phát hành Sách và Thiết bị Trường học Hưng Yên,GDUC
HT1,Công ty Cổ phần Xi Măng Hà Tiên 1,VLXD
HTC,Công ty Cổ phần Thương mại Hóc Môn,TMAI
HTI,Công ty Cổ phần Đầu tư phát triển hạ tầng IDICO,DTXD
HTP,Công ty Cổ phần In Sách giáo khoa Hoà Phát,GDUC
HTT,CTCP Thương mại Hà Tây,TMAI
HTV,Công ty Cổ phần Vận tải Hà Tiên,VTAI
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,DTXD
HU3,Công ty cổ phần Đầu tư và Xây dựng HUD3,XADU
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,XADU
HUT,Công ty Cổ phần Tasco,DTXD
HVG,Công ty Cổ phần Hùng Vương,TSAN
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HAKH
HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,VLXD
ICC,CTCP Xây dựng Công nghiệp,XADU
ICF,Công ty Cổ phần Đầu tư Thương mại Thủy Sản,TSAN
ICG,Công ty Cổ phần Xây dựng Sông Hồng,XADU
ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,DTXD
ICN,Công ty cổ phần Đầu tư Xây dựng Dầu khí IDICO,XADU
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,BDSA
IDJ,Công ty Cổ phần Đầu tư Tài chính Quốc tế và Phát triển Doanh nghiệp IDJ,BDSA
IDV,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,BDSA
IFC,CTCP Thực phẩm Công nghệ Sài Gòn,CNTT
IFS,Công ty Cổ phần Thực phẩm Quốc tế,TPHM
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật ,BDSA
ILC,Công ty Cổ phần Hợp tác Lao động với Nước ngoài,GDUC
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM ,DYTE
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,NBBI
ISH,Công ty cổ phần Thủy điện Srok Phu Miêng IDICO,NLDK
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,BDSA
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,BDSA
ITD,Công ty Cổ phần Công nghệ Tiên Phong,CNTT
IVS,Công ty cổ phần Chứng khoán Đầu tư Việt Nam,CHKH
JVC,Công ty cổ phần Thiết bị Y tế Việt Nhật,DYTE
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BDSA
KCB,CTCP Khoáng sản và luyện kim Cao Bằng,KSAN
KDC,Công ty Cổ phần Tập đoàn Kido,TPHM
KDH,Công ty Cổ phần Đầu tư Kinh doanh nhà Khang Điền,BDSA
KDM,CTCP Xây dựng và Thương mại Long Thành,XADU
KHA,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,TMAI
KHB,Công ty Cổ phần Khoáng sản Hòa Bình,KSAN
KHD,"CTCP Khai thác, Chế biến khoáng sản Hải Dương",KSAN
KHL,Công ty cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,KSAN
KHP,Công ty Cổ phần Điện lực Khánh Hòa,NLDK
KKC,Công ty Cổ phần Sản xuất và Kinh doanh Kim khí ,THEP
KLB,Ngân hàng TMCP Kiên Long,CHKH
KMR,Công ty Cổ phần Mirae,SXKD
KMT,Công ty cổ phần Kim khí miền Trung,THEP
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,KSAN
KSD,Công ty cổ phần Đầu tư DNA,SXKD
KSH,Công ty Cổ phần Đầu tư và Phát triển KSH,KSAN
KSK,Công ty cổ phần Khoáng sản Luyện kim màu,KSAN
KSQ,Công ty cổ phần Đầu tư KSQ,KSAN
KST,Công ty cổ phần KASATI,CNTT
KTB,Công ty Cổ phần Đầu tư Khoáng sản Tây Bắc,KSAN
KTS,Công ty cổ phần Đường Kon Tum,TPHM
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,DTXD
LAF,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,TPHM
LAS,Công ty cổ phần Supe Phốt phát và Hóa chất Lâm Thao,PBON
LBE,Công ty Cổ phần Sách và Thiết bị trường học Long An ,GDUC
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,KSAN
LCG,Công ty cổ phần LICOGI 16,BDSA
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,KSAN
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,DYTE
LGC,Công ty Cổ phần Đầu tư Cầu đường CII,DTXD
LGL,Công ty cổ phần Đầu tư và Phát triển Đô thị Long Giang,BDSA
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,DTXD
LHG,Công ty Cổ phần Long Hậu,BDSA
LIX,Công ty Cổ phần Bột giặt Lix,SXKD
LSS,Công ty Cổ phần Mía đường Lam Sơn,TPHM
LTC,Công ty cổ phần Điện nhẹ Viễn thông,CNTT
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,DTXD
MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,VTAI
MAS,Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,HAKH
MBB,Ngân hàng Thương mại Cổ phần Quân đội,NHBH
MBS,Công ty cổ phần Chứng khoán MB,CHKH
MCC,Công ty Cổ phần Gạch ngói cao cấp,VLXD
MCF,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm ,TPHM
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,TPHM
MCP,Công ty cổ phần In và Bao bì Mỹ Châu,NBBI
MDC,Công ty cổ phần Than Mông Dương - Vinacomin,KSAN
MHC,Công ty Cổ phần MHC,VTAI
MHL,Công ty Cổ phần Minh Hữu Liên,SXKD
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,KSAN
MKV,Công ty Cổ phần Dược Thú y Cai Lậy,DYTE
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,TSAN
MSC,Công ty cổ phần Dịch vụ Phú Nhuận,DVDL
MSN,Công ty Cổ phần Tập đoàn MaSan,TPHM
MSR,Công ty cổ phần Tài nguyên Masan,KSAN
MST,CTCP Xây dựng 1.1.6.8,XADU
MTM,CTCP Mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,KSAN
MTP,Công ty Cổ phần Dược trung ương Medipharco - Tenamyd,DYTE
MVB,Tổng công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,KSAN
MWG,Công ty cổ phần Đầu tư Thế giới Di động,TMAI
NAF,Công ty Cổ phần Nafoods Group ,TPHM
NAG,Công ty cổ phần Nagakawa Việt Nam,SXKD
NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,HAKH
NAV,Công ty Cổ phần Nam Việt,VLXD
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,BDSA
NBC,Công ty cổ phần Than Núi Béo – Vinacomin,KSAN
NBP,Công ty Cổ phần Nhiệt điện Ninh Bình,NLDK
